Date,State,TotalSamples,Negative,Positive
11/04/2020,Tripura,337,335,2
15/04/2020,Tripura,738,,2
16/04/2020,Tripura,762,760,2
21/04/2020,Tripura,2604,2602,2
22/04/2020,Tripura,3215,3123,2
1/05/2020,Tripura,4828,4825,3
2/05/2020,Tripura,4955,4950,5
3/05/2020,Tripura,5162,5157,5
4/05/2020,Tripura,5394,5377,17
5/05/2020,Tripura,5850,5820,30
6/05/2020,Tripura,6228,6185,43
7/05/2020,Tripura,6917,6828,89
8/05/2020,Tripura,7448,7359,89
9/05/2020,Tripura,8340,8221,119
10/05/2020,Tripura,9091,8955,136
11/05/2020,Tripura,9596,9442,154
12/05/2020,Tripura,10344,10189,155
13/05/2020,Tripura,11146,10991,155
14/05/2020,Tripura,11804,11648,156
15/05/2020,Tripura,12561,12405,156
16/05/2020,Tripura,13178,13011,167
17/05/2020,Tripura,13750,13583,167
18/05/2020,Tripura,14286,14119,167
19/05/2020,Tripura,15083,14914,169
20/05/2020,Tripura,15822,15694,173
21/05/2020,Tripura,16873,16610,173
22/05/2020,Tripura,17721,17546,175
23/05/2020,Tripura,18737,18546,191
24/05/2020,Tripura,19278,19537,191
25/05/2020,Tripura,20871,20637,198
26/05/2020,Tripura,22049,21840,209
27/05/2020,Tripura,23264,23032,232
28/05/2020,Tripura,24126,23884,242
29/05/2020,Tripura,25403,25159,244
30/05/2020,Tripura,26376,26105,271
31/05/2020,Tripura,27475,27159,316
1/06/2020,Tripura,28360,27937,423
2/06/2020,Tripura,29066,28595,471
3/06/2020,Tripura,30481,29859,622
4/06/2020,Tripura,31138,30492,646
5/06/2020,Tripura,32300,31606,694
6/06/2020,Tripura,33331,32582,749
7/06/2020,Tripura,35263,34461,802
8/06/2020,Tripura,37453,36613,840
9/06/2020,Tripura,38572,37706,866
10/06/2020,Tripura,40027,39130,897
11/06/2020,Tripura,41389,40474,915
12/06/2020,Tripura,40837,39877,960
13/06/2020,Tripura,43972,42930,1042
14/06/2020,Tripura,46015,44940,1075
15/06/2020,Tripura,47683,46599,1084
16/06/2020,Tripura,49208,48118,1090
17/06/2020,Tripura,50268,49135,1133
18/06/2020,Tripura,51495,50341,1154
5/04/2020,Uttar Pradesh,5255,4796,278
5/04/2020,Uttar Pradesh,5255,4796,278
9/04/2020,Uttar Pradesh,8402,7898,410
10/04/2020,Uttar Pradesh,9332,8798,433
11/04/2020,Uttar Pradesh,10595,10012,452
12/04/2020,Uttar Pradesh,11855,11250,483
13/04/2020,Uttar Pradesh,13287,12542,558
14/04/2020,Uttar Pradesh,15914,15134,660
15/04/2020,Uttar Pradesh,19506,18595,727
16/04/2020,Uttar Pradesh,21384,20374,805
17/04/2020,Uttar Pradesh,24643,23648,849
18/04/2020,Uttar Pradesh,28484,27262,974
19/04/2020,Uttar Pradesh,31767,,1100
20/04/2020,Uttar Pradesh,34326,32874,1184
21/04/2020,Uttar Pradesh,37933,36378,1337
22/04/2020,Uttar Pradesh,42192,40263,1449
23/04/2020,Uttar Pradesh,45483,43495,1510
24/04/2020,Uttar Pradesh,53166,51161,1621
25/04/2020,Uttar Pradesh,56851,54216,1793
26/04/2020,Uttar Pradesh,61799,58492,1873
27/04/2020,Uttar Pradesh,67145,64139,1896
28/04/2020,Uttar Pradesh,70307,67266,2053
29/04/2020,Uttar Pradesh,73716,70436,2134
30/04/2020,Uttar Pradesh,78013,74864,2211
1/05/2020,Uttar Pradesh,82459,79091,2328
2/05/2020,Uttar Pradesh,85729,82356,2487
3/05/2020,Uttar Pradesh,95841,91828,2645
4/05/2020,Uttar Pradesh,98300,94682,2766
5/05/2020,Uttar Pradesh,105234,101389,2880
6/05/2020,Uttar Pradesh,109888,106043,2998
7/05/2020,Uttar Pradesh,113670,109628,3071
8/05/2020,Uttar Pradesh,119688,115646,3214
9/05/2020,Uttar Pradesh,124791,120764,3373
10/05/2020,Uttar Pradesh,129955,125696,3467
11/05/2020,Uttar Pradesh,135760,131293,3573
12/05/2020,Uttar Pradesh,140166,135754,3664
13/05/2020,Uttar Pradesh,145637,141068,3578
14/05/2020,Uttar Pradesh,153139,147755,3902
15/05/2020,Uttar Pradesh,159282,153588,4057
16/05/2020,Uttar Pradesh,163105,157001,4258
17/05/2020,Uttar Pradesh,172219,165832,4464
18/05/2020,Uttar Pradesh,176479,170132,4605
19/05/2020,Uttar Pradesh,182184,175412,4926
20/05/2020,Uttar Pradesh,191164,184209,5175
21/05/2020,Uttar Pradesh,206811,199469,5515
22/05/2020,Uttar Pradesh,214060,207079,5735
23/05/2020,Uttar Pradesh,217867,210864,6017
24/05/2020,Uttar Pradesh,229621,222341,6268
25/05/2020,Uttar Pradesh,235622,228173,6497
26/05/2020,Uttar Pradesh,240588,232290,6724
27/05/2020,Uttar Pradesh,240588,239592,6991
28/05/2020,Uttar Pradesh,256267,247747,7170
29/05/2020,Uttar Pradesh,270920,261911,7445
30/05/2020,Uttar Pradesh,279288,270160,7701
31/05/2020,Uttar Pradesh,289892,279569,8075
1/06/2020,Uttar Pradesh,297903,287806,8361
2/06/2020,Uttar Pradesh,307621,296705,8729
3/06/2020,Uttar Pradesh,317780,306672,8870
4/06/2020,Uttar Pradesh,330663,318562,9237
5/06/2020,Uttar Pradesh,344717,332126,9733
6/06/2020,Uttar Pradesh,355085,342360,10103
7/06/2020,Uttar Pradesh,360258,346684,10536
8/06/2020,Uttar Pradesh,380723,366630,10947
9/06/2020,Uttar Pradesh,391286,377667,11335
10/06/2020,Uttar Pradesh,404637,390841,11610
11/06/2020,Uttar Pradesh,420669,405442,12088
12/06/2020,Uttar Pradesh,435601,421499,12619
13/06/2020,Uttar Pradesh,449616,433754,13118
14/06/2020,Uttar Pradesh,467702,442598,13615
15/06/2020,Uttar Pradesh,466081,,14091
16/06/2020,Uttar Pradesh,480047,,14598
17/06/2020,Uttar Pradesh,496206,,15181
18/06/2020,Uttar Pradesh,515280,,15785
2/04/2020,Uttarakhand,678,554,7
7/04/2020,Uttarakhand,1289,1092,32
9/04/2020,Uttarakhand,1531,1235,35
10/04/2020,Uttarakhand,1688,1320,35
11/04/2020,Uttarakhand,1705,1340,35
12/04/2020,Uttarakhand,1820,1452,35
13/04/2020,Uttarakhand,1998,1665,35
14/04/2020,Uttarakhand,2174,1838,35
15/04/2020,Uttarakhand,2413,2022,37
16/04/2020,Uttarakhand,2593,2210,37
17/04/2020,Uttarakhand,2831,2420,40
18/04/2020,Uttarakhand,3158,2710,42
19/04/2020,Uttarakhand,3344,3046,44
20/04/2020,Uttarakhand,3677,3228,46
21/04/2020,Uttarakhand,4061,3445,46
22/04/2020,Uttarakhand,4275,3664,46
23/04/2020,Uttarakhand,4473,3879,47
24/04/2020,Uttarakhand,4767,4239,48
25/04/2020,Uttarakhand,5194,4423,48
26/04/2020,Uttarakhand,5277,4675,50
27/04/2020,Uttarakhand,5463,4912,51
28/04/2020,Uttarakhand,5739,5212,52
29/04/2020,Uttarakhand,6046,5547,54
30/04/2020,Uttarakhand,6565,6100,57
1/05/2020,Uttarakhand,7042,6533,57
2/05/2020,Uttarakhand,7369,6786,59
3/05/2020,Uttarakhand,7578,6986,60
4/05/2020,Uttarakhand,7806,7134,60
5/05/2020,Uttarakhand,8060,7357,61
6/05/2020,Uttarakhand,8346,7698,61
7/05/2020,Uttarakhand,8783,8138,61
8/05/2020,Uttarakhand,9116,8485,61
9/05/2020,Uttarakhand,9386,8659,67
10/05/2020,Uttarakhand,9668,8990,68
11/05/2020,Uttarakhand,9915,9151,68
12/05/2020,Uttarakhand,10471,9390,68
13/05/2020,Uttarakhand,10792,9750,70
14/05/2020,Uttarakhand,11294,10157,75
15/05/2020,Uttarakhand,12045,10523,79
16/05/2020,Uttarakhand,12597,10990,88
17/05/2020,Uttarakhand,13212,11316,92
18/05/2020,Uttarakhand,13870,11812,93
19/05/2020,Uttarakhand,14691,12242,104
20/05/2020,Uttarakhand,15503,12945,120
21/05/2020,Uttarakhand,16528,13808,132
22/05/2020,Uttarakhand,18008,14960,151
23/05/2020,Uttarakhand,19248,15757,173
24/05/2020,Uttarakhand,20969,16640,293
25/05/2020,Uttarakhand,22117,17315,332
26/05/2020,Uttarakhand,23076,18193,400
27/05/2020,Uttarakhand,23975,18645,438
28/05/2020,Uttarakhand,25380,19702,493
29/05/2020,Uttarakhand,26951,20636,602
30/05/2020,Uttarakhand,28433,21512,727
31/05/2020,Uttarakhand,30438,22546,802
1/06/2020,Uttarakhand,31703,23400,929
2/06/2020,Uttarakhand,33081,24262,999
3/06/2020,Uttarakhand,34413,25385,1066
4/06/2020,Uttarakhand,35117,26093,1145
5/06/2020,Uttarakhand,35967,27184,1215
6/06/2020,Uttarakhand,36638,28172,1245
7/06/2020,Uttarakhand,37166,28945,1341
8/06/2020,Uttarakhand,39133,30620,1380
9/06/2020,Uttarakhand,40264,31945,1488
10/06/2020,Uttarakhand,40872,33369,1560
11/06/2020,Uttarakhand,41888,34604,1637
12/06/2020,Uttarakhand,42783,35670,1692
13/06/2020,Uttarakhand,44040,36834,1759
14/06/2020,Uttarakhand,45344,37554,1816
15/06/2020,Uttarakhand,46573,38643,1836
16/06/2020,Uttarakhand,47870,39552,1912
17/06/2020,Uttarakhand,49462,40434,1985
18/06/2020,Uttarakhand,50796,42008,2079
1/04/2020,West Bengal,659,568,37
4/04/2020,West Bengal,1042,,
6/04/2020,West Bengal,1301,,
7/04/2020,West Bengal,1487,,
9/04/2020,West Bengal,1889,,
10/04/2020,West Bengal,2095,,
11/04/2020,West Bengal,2286,,126
12/04/2020,West Bengal,2523,,134
13/04/2020,West Bengal,2793,,152
14/04/2020,West Bengal,3081,,190
15/04/2020,West Bengal,3470,,213
16/04/2020,West Bengal,3811,,231
17/04/2020,West Bengal,4212,,255
18/04/2020,West Bengal,4630,,287
19/04/2020,West Bengal,5045,,310
20/04/2020,West Bengal,5469,,339
21/04/2020,West Bengal,6182,,392
22/04/2020,West Bengal,7037,,423
23/04/2020,West Bengal,7990,,456
24/04/2020,West Bengal,8933,,514
25/04/2020,West Bengal,9880,,571
26/04/2020,West Bengal,10893,,611
27/04/2020,West Bengal,12043,,649
28/04/2020,West Bengal,13223,,697
29/04/2020,West Bengal,14620,,725
30/04/2020,West Bengal,16525,,758
1/05/2020,West Bengal,18566,,
2/05/2020,West Bengal,20976,,795
3/05/2020,West Bengal,22915,,922
4/05/2020,West Bengal,25116,,1259
5/05/2020,West Bengal,27571,,1344
6/05/2020,West Bengal,30141,,1456
7/05/2020,West Bengal,32752,,1548
8/05/2020,West Bengal,35767,,1678
9/05/2020,West Bengal,39368,,1786
10/05/2020,West Bengal,43414,,1939
11/05/2020,West Bengal,47615,,2063
12/05/2020,West Bengal,52622,,2173
13/05/2020,West Bengal,57632,,2290
14/05/2020,West Bengal,62837,,2377
15/05/2020,West Bengal,69543,,2461
16/05/2020,West Bengal,77288,,2576
17/05/2020,West Bengal,85956,,2677
18/05/2020,West Bengal,93570,,2825
19/05/2020,West Bengal,102282,,2961
20/05/2020,West Bengal,111002,,3103
21/05/2020,West Bengal,115244,,3197
22/05/2020,West Bengal,120599,,3332
23/05/2020,West Bengal,129608,,3459
24/05/2020,West Bengal,138824,,3667
25/05/2020,West Bengal,148049,,3816
26/05/2020,West Bengal,157277,,4009
27/05/2020,West Bengal,166513,,4192
28/05/2020,West Bengal,175769,,4536
29/05/2020,West Bengal,185051,,4813
30/05/2020,West Bengal,194397,,5130
31/05/2020,West Bengal,203751,,5501
1/06/2020,West Bengal,213231,,5772
2/06/2020,West Bengal,222726,,6168
3/06/2020,West Bengal,232225,,6508
4/06/2020,West Bengal,241831,,6876
5/06/2020,West Bengal,251517,,7303
6/06/2020,West Bengal,261288,,7738
7/06/2020,West Bengal,271074,,8187
8/06/2020,West Bengal,280098,,8613
9/06/2020,West Bengal,287900,,8985
10/06/2020,West Bengal,297419,,9328
11/06/2020,West Bengal,306941,,9768
12/06/2020,West Bengal,315699,,10244
13/06/2020,West Bengal,324707,,10698
14/06/2020,West Bengal,333733,,11087
15/06/2020,West Bengal,343242,,11494
16/06/2020,West Bengal,351754,,11909
17/06/2020,West Bengal,360976,,12300
18/06/2020,West Bengal,370291,,12735
